group_id,counter_records,counter_unique_files,counter_unique_ids,split,id,source,label,title,image_path_lookup,pixel_hash
18,6,6,6,train,gossipcop-4565438794,gossipcop,fake,Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),images\train\gossipcop-4565438794_0_5188f6bfd7.jpg,144f24a855ac78d963787859ca29e3960490e514e809206b009faae2b25b53ff
3,23,23,23,train,gossipcop-869503,gossipcop,real,Jennifer Aniston Hilariously Turned Jason Bateman's Walk of Fame Ceremony Into a Roast,images\train\gossipcop-869503_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
25,5,5,5,train,gossipcop-918593,gossipcop,real,Alpha Male Madness 2018: Nominate Your Favorite TV Actors Now.,images\train\gossipcop-918593_1_02dd4906e5.jpg,b381e492131996e2b2cb05959377793c20d0aa815af2f7bc857046983d85eb96
21,6,6,6,train,gossipcop-897075,gossipcop,real,Jason Aldean Net Worth,images\train\gossipcop-897075_1_0297d15de6.jpg,fc389a9b25bb547e5ee027e242c37ef3f860af8a75afdbc432c825c19bbf43cc
15,7,7,7,train,gossipcop-1821899661,gossipcop,fake,We Really Think Ben Affleck's Girlfriend Lindsay Shookus Is Pregnant,images\train\gossipcop-1821899661_1_8c1a093007.jpg,3d1120eb776c43c7263c293c32adbdeece9112eaf00ed922d1b24a3762dbfab8
8,13,13,13,train,gossipcop-609522805,gossipcop,fake,Inside Caitlyn Jenner’s Skin Cancer Nightmare – Check Out The Disturbing Pics!,images\train\gossipcop-609522805_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
2,25,25,25,train,gossipcop-869060,gossipcop,real,Atlanta Housewife Kandi Burruss's Ex-Fiancé Killed in Fight,images\train\gossipcop-869060_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
10,10,10,10,train,gossipcop-849893,gossipcop,real,Amy Schumer spotted in the Judge Judy courtroom,images\train\gossipcop-849893_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
8,13,13,13,train,gossipcop-5543776726,gossipcop,fake,Brad Pitt Is Reportedly Ready For Neri Oxman To Meet His Kids! How Will Angelina Jolie React?,images\train\gossipcop-5543776726_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
1,33,33,33,train,gossipcop-889978,gossipcop,real,Shannon Beador Reveals How David Beador Asked for a Divorce,images\train\gossipcop-889978_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
4,18,18,18,train,gossipcop-862390,gossipcop,real,This New Game of Thrones Season 7 Trailer Is Full of Dragons Battles and Ominous Messages,images\train\gossipcop-862390_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
16,7,7,7,train,gossipcop-6219083016,gossipcop,fake,Pregnant Jessica Simpson Shows Off Massive Baby Bump in Pre-Birth Girls' Day Out,images\train\gossipcop-6219083016_0_69e01bbfbb.jpg,3da54976f2cadfc600daf0eda68efb5f13c95da0cf926f7bcae226529457af73
17,7,7,7,train,gossipcop-871638,gossipcop,real,9-Year-Old 'Guardian of the Galaxy' Applies for NASA Job,images\train\gossipcop-871638_0_9f08517f68.jpg,99ad091260bef031fdaddb630f7aeb70911b466bcfe7e5061aa71ab1a64b4117
12,9,9,9,train,gossipcop-4477368195,gossipcop,fake,Rihanna A Ton Of Fun!,images\train\gossipcop-4477368195_0_c589845af4.jpg,ddd8f6eb1317991fb306851232426ad2a3311824a194f8c7bc9ebda1cd9025b1
1,33,33,33,train,gossipcop-896094,gossipcop,real,Seth Meyers and Wife Alexi Ashe Are Expecting Baby No. 2: Details!,images\train\gossipcop-896094_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
5,15,15,15,train,gossipcop-913235,gossipcop,real,Eiza Gonzalez Switches Up Her Look and Goes Blonde,images\train\gossipcop-913235_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
3,23,23,23,train,gossipcop-259465146,gossipcop,fake,Was Charlie Hunnam Booed for Cutting Airport Line?,images\train\gossipcop-259465146_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
20,6,6,6,train,gossipcop-870290,gossipcop,real,Did Zayn Malik's Ex Perrie Edwards Diss Gigi? Singer Seems to Sing 'Hope She Ain't Faking It Like Hadid',images\train\gossipcop-870290_0_0c3365f52b.jpg,831c332826c2850fc6ec4f7ceead1a2c7432e2d43dbccdd97a21a920177f3378
10,10,10,10,train,gossipcop-868330,gossipcop,real,Teen Wolf Comic-Con panel: Stars get emotional,images\train\gossipcop-868330_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
7,14,14,14,train,gossipcop-946197,gossipcop,real,Melania Trump wears an 'I don't care' jacket to visit immigrant children in Texas,images\train\gossipcop-946197_0_79bba41ed4.jpg,45d13637de0155e764246b9953b417376f6f80163d0242e846b6bbcd8d7ef544
15,7,7,7,train,gossipcop-162455960,gossipcop,fake,We Really Think Ben Affleck's Girlfriend Lindsay Shookus Is Pregnant,images\train\gossipcop-162455960_1_8c1a093007.jpg,3d1120eb776c43c7263c293c32adbdeece9112eaf00ed922d1b24a3762dbfab8
3,23,23,23,train,gossipcop-937856,gossipcop,real,Sanjaya Makes Surprise 'American Idol' Appearance During Finale,images\train\gossipcop-937856_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
24,5,5,5,train,gossipcop-954480,gossipcop,real,"Kristen Cavallari's New Reality Show Is So Bad, It's Good",images\train\gossipcop-954480_0_7f261942c4.jpg,940722979531fb4650db20f9170164db8bda0c8f7c030d3cbd1563f5f6e6ac90
19,6,6,6,train,gossipcop-880759,gossipcop,real,Millie Bobby Brown Considers Her Possibly History-Making Win at the 2017 Emmys ''Surreal'',images\train\gossipcop-880759_1_2febc2406e.jpg,43b9f92209e0d573fdc9f9d37d96184695bdd1e7519226f9f62fede6db1b1d91
6,14,14,14,train,gossipcop-1852746781,gossipcop,fake,What's up with Nicole Kidman?,images\train\gossipcop-1852746781_0_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
11,10,10,10,train,gossipcop-2394982572,gossipcop,fake,Entertainment Tonight,images\train\gossipcop-2394982572_0_1ae196844c.jpg,6e4f3eafbd3fb4f53cec09c19a6bcc8f9786cc01c8f63de67b99c388b6b7b6d2
8,13,13,13,train,gossipcop-7295172272,gossipcop,fake,Jennifer Garner And Josh Duhamel Have Been Secretly Dating For Months,images\train\gossipcop-7295172272_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
11,10,10,10,train,gossipcop-289348746,gossipcop,fake,Gwen Stefani Admits ‘I’m Obviously At The End Of My Journey Of Being A Musician’,images\train\gossipcop-289348746_0_1ae196844c.jpg,6e4f3eafbd3fb4f53cec09c19a6bcc8f9786cc01c8f63de67b99c388b6b7b6d2
9,12,12,12,train,gossipcop-903035,gossipcop,real,"Tim McGraw Rings in 2018 with Abs, Beards & Cliff Jumps",images\train\gossipcop-903035_0_06c311533a.jpg,7fef15cce525c90be82e7b2c146bdc87813de6b751b08470026e7e92e028e987
1,33,33,33,train,gossipcop-6239519280,gossipcop,fake,"Angelina Jolie: ‘It’s Strange, I Never Wanted to Have a Baby’",images\train\gossipcop-6239519280_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
5,15,15,15,train,gossipcop-907698,gossipcop,real,Kanye West Is All Smiles at Film Screening After Baby Chicago’s Birth,images\train\gossipcop-907698_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
4,18,18,18,train,gossipcop-858742,gossipcop,real,From Jennifer Lopez and Drake to Kourtney Kardashian and Scott Disick: Which Celebs Are Winning the…,images\train\gossipcop-858742_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
3,23,23,23,train,gossipcop-9111749094,gossipcop,fake,Rumor About Kim Kardashian Wanting Triplets With Kanye West Debunked,images\train\gossipcop-9111749094_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
10,10,10,10,train,gossipcop-915623,gossipcop,real,2018 MTV VMAs will air without a host,images\train\gossipcop-915623_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
8,13,13,13,train,gossipcop-4749592824,gossipcop,fake,Kelly Ripa Leaving ‘Live’? Her Relationship With Ryan Seacrest May Not Be All Unicorns And Rainbows,images\train\gossipcop-4749592824_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
2,25,25,25,train,gossipcop-871870,gossipcop,real,Mama June's Daughter Lauryn 'Pumpkin' Shannon Welcomes a Baby Girl,images\train\gossipcop-871870_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
24,5,5,5,train,gossipcop-4607247108,gossipcop,fake,Netflix Canada March 2018: What's Coming (and Going),images\train\gossipcop-4607247108_0_7f261942c4.jpg,940722979531fb4650db20f9170164db8bda0c8f7c030d3cbd1563f5f6e6ac90
16,7,7,7,train,gossipcop-8556784849,gossipcop,fake,Selena Gomez: I've Never Had a Problem With Drinking,images\train\gossipcop-8556784849_0_69e01bbfbb.jpg,3da54976f2cadfc600daf0eda68efb5f13c95da0cf926f7bcae226529457af73
6,14,14,14,train,gossipcop-5755116247,gossipcop,fake,"Jennifer Aniston Friends News, Photos and Style Updates",images\train\gossipcop-5755116247_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
2,25,25,25,train,gossipcop-845527,gossipcop,real,Amanda Bynes Makes a Rare Appearance on Twitter and Stops 'To Smell the Flowers' in Cute Snap,images\train\gossipcop-845527_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
19,6,6,6,train,gossipcop-844144,gossipcop,real,Moana's Auli'i Cravalho Just Blessed DWTS With Her Beautiful Voice,images\train\gossipcop-844144_1_2febc2406e.jpg,43b9f92209e0d573fdc9f9d37d96184695bdd1e7519226f9f62fede6db1b1d91
11,10,10,10,train,gossipcop-910891,gossipcop,real,Joel Kinnaman Spent 2 Days ‘Buck Naked’ Covered In Goo For Sci-Fi Series ‘Altered Carbon’,images\train\gossipcop-910891_0_1ae196844c.jpg,6e4f3eafbd3fb4f53cec09c19a6bcc8f9786cc01c8f63de67b99c388b6b7b6d2
8,13,13,13,train,gossipcop-6624787872,gossipcop,fake,KUWK: Kourtney Is ‘Creeped Out’ By Scott Disick’s GF Sofia Richie Morphing Into Her – Feels Like He’s ‘Manipulating’ The Girl,images\train\gossipcop-6624787872_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
3,23,23,23,train,gossipcop-924683,gossipcop,real,Kardashian Family 'Not Surprised' by Blac Chyna Six Flags Fight,images\train\gossipcop-924683_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
4,18,18,18,train,gossipcop-861019,gossipcop,real,J Balvin Reveals If He’s Related to the Women in a Viral Video Claiming to Be His Aunts,images\train\gossipcop-861019_2_04de84df93.jpg,b0c13b3bae5301b6795a26a23861e11e08b7347aa93a520ff3f377955ddc4f19
1,33,33,33,train,gossipcop-546100856,gossipcop,fake,"Fergie Gives Birth: Singer, Josh Duhamel Welcome Baby Boy Axl Jack",images\train\gossipcop-546100856_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
2,25,25,25,train,gossipcop-877363,gossipcop,real,DJ Khaled Flies for First Time in 10 Years – All Thanks to Son Asahd: He 'Made Me Overcome My Fear',images\train\gossipcop-877363_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
15,7,7,7,train,gossipcop-2970855725,gossipcop,fake,Poor Joe Jonas Is Trying Desperately To Look Like Ex Gigi Hadid's New Boyfriend Zayn Malik,images\train\gossipcop-2970855725_1_8c1a093007.jpg,3d1120eb776c43c7263c293c32adbdeece9112eaf00ed922d1b24a3762dbfab8
11,10,10,10,train,gossipcop-7638015229,gossipcop,fake,"Justin Bieber Slams HollywoodLife, Claims The Site Is ‘ Untruthful And Hurtful’",images\train\gossipcop-7638015229_0_1ae196844c.jpg,6e4f3eafbd3fb4f53cec09c19a6bcc8f9786cc01c8f63de67b99c388b6b7b6d2
8,13,13,13,train,gossipcop-6343588433,gossipcop,fake,Selena Gomez Really Wants A Kiss From Justin Bieber On New Year’s Eve!,images\train\gossipcop-6343588433_0_7011549a48.jpg,24a381d1b38177a5d3b7d10fd3cc4fbd2110b51973f600548f55b8d1ee30280e
10,10,10,10,train,gossipcop-946884,gossipcop,real,Taylor Swift is 'stoked' to hang out with J.K. Rowling and Adele in London,images\train\gossipcop-946884_0_32171cb205.jpg,44532a0583eb158cd87c609480854a6cbc6e57383b0ce8e8549208e217683795
1,33,33,33,train,gossipcop-1277722904,gossipcop,fake,Ethan Hawke Is on Angelina Jolie’s Christmas Card List,images\train\gossipcop-1277722904_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
1,33,33,33,train,gossipcop-4439841665,gossipcop,fake,Luke Bryan Jokes Gwen Stefani Is Too Hot for Blake Shelton: Watch,images\train\gossipcop-4439841665_1_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
20,6,6,6,train,gossipcop-903981,gossipcop,real,Justin Timberlake Reveals How He Fell in Love with Jessica Biel,images\train\gossipcop-903981_0_0c3365f52b.jpg,831c332826c2850fc6ec4f7ceead1a2c7432e2d43dbccdd97a21a920177f3378
18,6,6,6,train,gossipcop-3745255453,gossipcop,fake,Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),images\train\gossipcop-3745255453_0_5188f6bfd7.jpg,144f24a855ac78d963787859ca29e3960490e514e809206b009faae2b25b53ff
1,33,33,33,train,gossipcop-9226500572,gossipcop,fake,Taylor Swift Cuts Off Selena Gomez After Justin Bieber Reunion,images\train\gossipcop-9226500572_2_8316ad7c7a.jpg,6d92ed2a1f0519bb5cfbcb70425b856dd1aaf8790b749c73e1bd46d4d20391a7
3,23,23,23,train,gossipcop-895001,gossipcop,real,Here's How Keith Urban and Nicole Kidman Are Spending the Holidays,images\train\gossipcop-895001_0_cd3a877011.jpg,b0f6ffed41b438fca077245d32fdb00883cdf6919793118a92d0b1a92b7eb434
2,25,25,25,train,gossipcop-2096039206,gossipcop,fake,12 Reasons Kaia Gerber Is the Next Kendall Jenner,images\train\gossipcop-2096039206_0_75fcf3b814.jpg,d41d1f9efb49332679396ac8b7cfa0f51cf505041056790074e6d729c0a917b2
13,8,8,8,train,gossipcop-7231965019,gossipcop,fake,Trump warns North Korea of 'fire and fury',images\train\gossipcop-7231965019_0_fd40f6272e.jpg,3a096c75f092796add8dd2d74062a9d6ed8aa7bc42ca1fbf1e197c30869d66b4
6,14,14,14,train,gossipcop-888987,gossipcop,real,George Clooney News and Updates on Movies and Wife Amal,images\train\gossipcop-888987_1_22757645c6.jpg,143e32ffe52abe2f55d9038e1214a42eb7a6e10881ec609a18be9500ed7f5865
12,9,9,9,train,gossipcop-2111996495,gossipcop,fake,Seacrest Walks Out On Live!,images\train\gossipcop-2111996495_0_c589845af4.jpg,ddd8f6eb1317991fb306851232426ad2a3311824a194f8c7bc9ebda1cd9025b1
14,7,7,7,train,gossipcop-902846,gossipcop,real,Here's Why Justin Timberlake Fans Are Convinced New Music Is Coming Soon,images\train\gossipcop-902846_0_e82bd69dcc.jpg,1ea6c1e53f1a42bf9ec83d8741b49ca9f2b4af6908431e6847f6c97cdc19f0e8
5,15,15,15,train,gossipcop-918396,gossipcop,real,"Jennifer Lawrence, Jordan Peele, Meryl Streep and More Stars Caught in Candid Moments at the 2018 Oscars",images\train\gossipcop-918396_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
5,15,15,15,train,gossipcop-933819,gossipcop,real,Taylor Swift’s Big Return: All the Best Moments From the Kickoff of Her Reputation Stadium Tour,images\train\gossipcop-933819_0_1b2781c9c4.jpg,733bcb9966523c9373051c4a0a944151c63feedc07e93564750a26281b7c5573
14,7,7,7,train,gossipcop-903891,gossipcop,real,Seth Meyers Jokes He's Planning a Duet With Oprah Winfrey at the 2018 Golden Globes,images\train\gossipcop-903891_0_e82bd69dcc.jpg,1ea6c1e53f1a42bf9ec83d8741b49ca9f2b4af6908431e6847f6c97cdc19f0e8
12,9,9,9,train,gossipcop-3057200928,gossipcop,fake,Faith Hill Throat Cancer Panic!,images\train\gossipcop-3057200928_0_c589845af4.jpg,ddd8f6eb1317991fb306851232426ad2a3311824a194f8c7bc9ebda1cd9025b1
